,userid,recipeid,comment,time
17588,4,17589,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17589,5,17590,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
17590,2,17591,"I made it and shared it with my friends, it's worth making!",2022.06.17
17591,6,17592,"I made it and shared it with my friends, it's worth making!",2022.06.17
17592,5,17593,"I made it and shared it with my friends, it's worth making!",2020.07.28
17593,6,17594,"I made it and shared it with my friends, it's worth making!",2022.01.03
17594,6,17595,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
17595,1,17596,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17596,2,17597,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
17597,6,17598,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17598,4,17599,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17599,4,17600,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
17600,5,17601,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
17601,4,17602,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
17602,6,17603,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17603,4,17604,"I made it and shared it with my friends, it's worth making!",2021.12.24
17604,4,17605,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17605,5,17606,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17606,6,17607,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
17607,3,17608,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17608,3,17609,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
17609,1,17610,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17610,3,17611,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17611,6,17612,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
17612,6,17613,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17613,2,17614,"I made it and shared it with my friends, it's worth making!",2021.12.24
17614,3,17615,"I made it and shared it with my friends, it's worth making!",2022.01.03
17615,6,17616,"I made it and shared it with my friends, it's worth making!",2020.07.28
17616,6,17617,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
17617,2,17618,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17618,1,17619,"I made it and shared it with my friends, it's worth making!",2021.12.24
17619,4,17620,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
17620,4,17621,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17621,5,17622,"I made it and shared it with my friends, it's worth making!",2019.03.19
17622,2,17623,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
17623,3,17624,"I made it and shared it with my friends, it's worth making!",2019.04.07
17624,1,17625,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17625,1,17626,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
17626,5,17627,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17627,1,17628,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17628,1,17629,"I made it and shared it with my friends, it's worth making!",2021.12.24
17629,3,17630,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17630,2,17631,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17631,3,17632,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17632,4,17633,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17633,4,17634,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17634,2,17635,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17635,4,17636,"I made it and shared it with my friends, it's worth making!",2019.03.19
17636,4,17637,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17637,2,17638,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17638,3,17639,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17639,2,17640,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
17640,6,17641,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17641,4,17642,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17642,1,17643,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17643,2,17644,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17644,4,17645,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
17645,3,17646,"I made it and shared it with my friends, it's worth making!",2019.03.19
17646,1,17647,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
17647,1,17648,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17648,1,17649,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17649,1,17650,"I made it and shared it with my friends, it's worth making!",2021.12.24
17650,3,17651,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
17651,2,17652,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
17652,2,17653,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17653,2,17654,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17654,3,17655,"I made it and shared it with my friends, it's worth making!",2020.07.28
17655,1,17656,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17656,4,17657,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17657,1,17658,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17658,5,17659,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17659,4,17660,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
17660,5,17661,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
17661,5,17662,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
17662,6,17663,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17663,5,17664,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17664,6,17665,"I made it and shared it with my friends, it's worth making!",2019.03.19
17665,3,17666,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17666,4,17667,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17667,4,17668,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17668,6,17669,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17669,3,17670,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17670,3,17671,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17671,5,17672,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
17672,6,17673,"I made it and shared it with my friends, it's worth making!",2021.12.24
17673,2,17674,"I made it and shared it with my friends, it's worth making!",2020.07.28
17674,6,17675,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
17675,2,17676,"I made it and shared it with my friends, it's worth making!",2022.06.17
17676,1,17677,"I made it and shared it with my friends, it's worth making!",2021.12.24
17677,4,17678,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17678,2,17679,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17679,2,17680,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17680,4,17681,"I made it and shared it with my friends, it's worth making!",2019.03.19
17681,3,17682,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
17682,3,17683,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
17683,3,17684,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17684,3,17685,"I made it and shared it with my friends, it's worth making!",2021.12.24
17685,6,17686,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17686,6,17687,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
17687,6,17688,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
17688,1,17689,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17689,1,17690,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
17690,5,17691,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
17691,2,17692,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17692,5,17693,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
17693,6,17694,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
17694,2,1,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17695,3,2,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
17696,6,3,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
17697,4,4,"I made it and shared it with my friends, it's worth making!",2021.12.24
17698,1,5,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
17699,5,6,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17700,5,7,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17701,3,8,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17702,6,9,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17703,1,10,"I made it and shared it with my friends, it's worth making!",2019.03.19
17704,4,11,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17705,6,12,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17706,1,13,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
17707,6,14,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17708,1,15,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
17709,1,16,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
17710,4,17,"I made it and shared it with my friends, it's worth making!",2022.06.17
17711,1,18,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
17712,4,19,"I made it and shared it with my friends, it's worth making!",2020.07.28
17713,1,20,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17714,2,21,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
17715,5,22,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
17716,2,23,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
17717,2,24,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17718,3,25,"I made it and shared it with my friends, it's worth making!",2020.07.28
17719,5,26,"I made it and shared it with my friends, it's worth making!",2022.01.03
17720,3,27,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17721,3,28,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17722,2,29,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
17723,3,30,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
17724,6,31,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
17725,5,32,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17726,3,33,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
17727,1,34,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17728,3,35,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
17729,3,36,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
17730,1,37,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17731,1,38,"I made it and shared it with my friends, it's worth making!",2020.07.28
17732,2,39,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
17733,2,40,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17734,5,41,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17735,6,42,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
17736,5,43,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17737,2,44,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
17738,3,45,"I made it and shared it with my friends, it's worth making!",2022.06.17
17739,4,46,"I made it and shared it with my friends, it's worth making!",2019.03.19
17740,2,47,"I made it and shared it with my friends, it's worth making!",2021.12.24
17741,6,48,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17742,2,49,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
17743,6,50,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17744,3,51,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17745,6,52,"I made it and shared it with my friends, it's worth making!",2019.03.19
17746,4,53,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17747,6,54,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17748,5,55,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17749,3,56,"I made it and shared it with my friends, it's worth making!",2022.01.03
17750,6,57,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17751,5,58,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17752,4,59,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17753,3,60,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
17754,5,61,"I made it and shared it with my friends, it's worth making!",2019.03.19
17755,3,62,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17756,1,63,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17757,3,64,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
17758,4,65,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17759,4,66,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
17760,2,67,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
17761,5,68,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17762,2,69,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
17763,6,70,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
17764,6,71,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
17765,1,72,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
17766,6,73,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17767,2,74,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17768,6,75,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
17769,2,76,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
17770,1,77,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17771,5,78,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17772,6,79,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17773,1,80,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17774,6,81,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
17775,2,82,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17776,2,83,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
17777,1,84,"I made it and shared it with my friends, it's worth making!",2022.01.03
17778,2,85,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17779,3,86,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17780,2,87,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
17781,3,88,"I made it and shared it with my friends, it's worth making!",2019.04.07
17782,2,89,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
17783,4,90,"I made it and shared it with my friends, it's worth making!",2020.07.28
17784,4,91,"I made it and shared it with my friends, it's worth making!",2021.12.24
17785,6,92,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
17786,5,93,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17787,3,94,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
17788,2,95,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17789,4,96,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17790,5,97,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17791,5,98,"I made it and shared it with my friends, it's worth making!",2021.12.24
17792,4,99,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17793,6,100,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17794,3,101,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17795,4,102,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
17796,4,103,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
17797,4,104,"I made it and shared it with my friends, it's worth making!",2021.12.24
17798,4,105,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17799,3,106,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17800,4,107,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17801,1,108,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17802,6,109,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17803,4,110,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17804,3,111,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17805,2,112,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
17806,5,113,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17807,2,114,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17808,6,115,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17809,6,116,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17810,2,117,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17811,2,118,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
17812,2,119,"I made it and shared it with my friends, it's worth making!",2020.07.28
17813,3,120,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
17814,3,121,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
17815,6,122,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17816,2,123,"I made it and shared it with my friends, it's worth making!",2021.12.24
17817,1,124,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17818,6,125,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17819,2,126,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17820,1,127,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
17821,6,128,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17822,1,129,"I made it and shared it with my friends, it's worth making!",2022.01.03
17823,4,130,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
17824,3,131,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17825,4,132,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
17826,4,133,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
17827,1,134,"I made it and shared it with my friends, it's worth making!",2020.07.28
17828,2,135,"I made it and shared it with my friends, it's worth making!",2020.07.28
17829,1,136,"I made it and shared it with my friends, it's worth making!",2019.03.19
17830,3,137,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
17831,5,138,"I made it and shared it with my friends, it's worth making!",2019.04.07
17832,4,139,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17833,6,140,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
17834,5,141,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
17835,2,142,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17836,3,143,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
17837,6,144,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17838,1,145,"I made it and shared it with my friends, it's worth making!",2019.04.07
17839,2,146,"I made it and shared it with my friends, it's worth making!",2019.04.07
17840,6,147,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17841,5,148,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17842,5,149,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
17843,4,150,"I made it and shared it with my friends, it's worth making!",2019.04.07
17844,2,151,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
17845,2,152,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17846,3,153,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17847,2,154,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
17848,1,155,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
17849,3,156,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
17850,4,157,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17851,5,158,"I made it and shared it with my friends, it's worth making!",2019.04.07
17852,4,159,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17853,4,160,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
17854,1,161,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17855,3,162,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17856,5,163,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17857,1,164,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
17858,1,165,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
17859,6,166,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
17860,1,167,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
17861,1,168,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
17862,4,169,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
17863,3,170,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17864,5,171,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
17865,3,172,"I made it and shared it with my friends, it's worth making!",2022.01.03
17866,1,173,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
17867,4,174,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
17868,1,175,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17869,6,176,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17870,6,177,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
17871,6,178,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
17872,5,179,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17873,6,180,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
17874,1,181,"I made it and shared it with my friends, it's worth making!",2021.12.24
17875,3,182,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
17876,2,183,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
17877,4,184,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
17878,2,185,"I made it and shared it with my friends, it's worth making!",2019.03.19
17879,3,186,"I made it and shared it with my friends, it's worth making!",2022.06.17
17880,3,187,"I made it and shared it with my friends, it's worth making!",2022.06.17
17881,6,188,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
17882,4,189,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
17883,3,190,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
17884,5,191,"I made it and shared it with my friends, it's worth making!",2019.03.19
17885,4,192,"I made it and shared it with my friends, it's worth making!",2021.12.24
17886,6,193,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17887,2,194,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17888,3,195,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
17889,6,196,"I made it and shared it with my friends, it's worth making!",2019.03.19
17890,3,197,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
17891,6,198,"I made it and shared it with my friends, it's worth making!",2019.04.07
17892,1,199,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
17893,4,200,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17894,6,201,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
17895,3,202,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17896,1,203,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
17897,5,204,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
17898,4,205,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
17899,3,206,"I made it and shared it with my friends, it's worth making!",2019.04.07
17900,2,207,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17901,5,208,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
17902,3,209,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
17903,2,210,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
17904,5,211,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
17905,1,212,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
17906,4,213,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
17907,4,214,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
17908,2,215,"I made it and shared it with my friends, it's worth making!",2022.06.17
17909,5,216,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
17910,4,217,"I made it and shared it with my friends, it's worth making!",2021.12.24
17911,4,218,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
17912,5,219,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
17913,6,220,"I made it and shared it with my friends, it's worth making!",2022.06.17
17914,5,221,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
17915,1,222,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
